City_ID,City,Lat,Lng,Current Description,Max Temp,Humidity,Cloudiness,Wind Speed,Country
454,South Lake Tahoe,38.9332,-119.9844,clear sky,71.55,39,0,5.75,US
455,Ust-Ishim,57.6935,71.1665,overcast clouds,31.77,63,96,7.76,RU
456,Portland,45.5234,-122.6762,clear sky,88.39,41,0,9.22,US
457,Harnosand,62.6323,17.9379,overcast clouds,44.01,89,100,4.9,SE
458,Bagotville,-28.9833,153.4167,scattered clouds,64.85,77,29,9.08,AU
459,Andenes,69.3143,16.1194,drizzle,45.93,93,100,8.05,NO
460,Vila Velha,-20.3297,-40.2925,broken clouds,75.15,87,75,8.05,BR
461,Luderitz,-26.6481,15.1594,clear sky,58.14,73,0,16.87,NA
462,Chkalovskoye,44.8392,133.0436,overcast clouds,62.76,75,100,12.8,RU
463,Bremerton,47.5673,-122.6326,clear sky,81.09,54,0,1.99,US
464,Sorong,-0.8833,131.25,scattered clouds,82.22,73,43,0.56,ID
465,Mao,39.8885,4.2658,clear sky,63.16,88,0,2.3,ES
466,Seara,41.1818,-7.8003,clear sky,68.5,40,0,3.78,PT
467,Provideniya,64.3833,-173.3,scattered clouds,41.36,75,40,15.99,RU
468,Te Anau,-45.4167,167.7167,broken clouds,47.3,74,70,4.56,NZ
469,Montepuez,-13.1256,38.9997,clear sky,64.45,89,4,3.22,MZ
470,Cumberland,35.0502,-78.8664,overcast clouds,61.3,89,100,13.8,US
471,Shihezi,44.3,86.0333,clear sky,39.85,29,0,1.88,CN
472,Sitka,57.0531,-135.33,few clouds,55.29,67,20,4.61,US
473,San Ramon,37.7799,-121.978,clear sky,73.6,62,0,14.97,US
474,Avera,33.194,-82.5271,clear sky,68.56,62,0,9.69,US
475,Nevsehir,38.9167,34.6667,scattered clouds,58.21,72,40,5.75,TR
476,Launceston,-41.45,147.1667,overcast clouds,60.62,72,100,5.75,AU
477,Troitsko-Pechorsk,62.7084,56.1964,overcast clouds,47.64,97,100,9.19,RU
478,Havre-Saint-Pierre,50.2334,-63.5986,clear sky,44.6,65,0,8.05,CA
479,Erdenet,49.0333,104.0833,clear sky,25.11,53,0,3.51,MN
480,Awbari,26.5921,12.7805,clear sky,78.21,48,0,9.4,LY
481,Torata,-17.0769,-70.8433,scattered clouds,61.11,22,30,1.45,PE
482,Princeton,25.5384,-80.4089,overcast clouds,82.42,66,100,4.61,US
483,Vestmanna,62.1564,-7.1664,overcast clouds,50.92,93,100,12.66,FO
484,Puerto Lopez,4.0845,-72.956,scattered clouds,75.67,79,25,1.95,CO
485,Marysville,48.0518,-122.1771,clear sky,79.09,59,0,11.5,US
486,Zhuhai,22.2769,113.5678,scattered clouds,85.78,84,40,5.75,CN
487,Gbarnga,6.9956,-9.4722,light rain,70.92,100,100,1.9,LR
488,Auki,-8.7676,160.7034,scattered clouds,84.99,68,36,3.85,SB
489,Urucara,-2.5364,-57.76,light rain,74.16,89,91,2.01,BR
490,San Policarpo,12.1791,125.5072,overcast clouds,84.13,75,100,8.57,PH
491,Lasa,46.6166,10.7002,broken clouds,46.36,98,84,7.4,IT
492,Vanimo,-2.6741,141.3028,broken clouds,85.48,66,55,7.76,PG
493,Marzuq,14.4,46.4667,clear sky,73.11,39,9,5.73,YE
494,Sola,-13.8833,167.55,scattered clouds,86.67,70,40,9.22,VU
495,Havoysund,70.9963,24.6622,overcast clouds,41.23,75,98,5.3,NO
496,Knysna,-34.0363,23.0471,scattered clouds,58.86,86,41,7.27,ZA
497,Port Said,31.2565,32.2841,clear sky,79.84,75,0,15.84,EG
498,Vaitape,-16.5167,-151.75,clear sky,78.89,72,3,13.69,PF
499,Damghan,36.1683,54.348,clear sky,60.37,56,0,0.69,IR
500,Antofagasta,-23.65,-70.4,scattered clouds,58.28,74,44,5.01,CL
501,Port Hardy,50.6996,-127.4199,few clouds,55.58,88,20,3.44,CA
502,Manokwari,-0.8667,134.0833,few clouds,84.22,67,13,10.45,ID
503,Mizan Teferi,6.9833,35.5833,light rain,59.11,96,32,2.21,ET
504,Nalgonda,17.05,79.2667,overcast clouds,75.15,81,100,8.43,IN
505,El Alto,-4.2714,-81.2147,broken clouds,63.27,84,74,11.56,PE
506,Marawi,7.9986,124.2928,overcast clouds,79.05,67,100,1.86,PH
507,Port Augusta,-32.5,137.7667,moderate rain,73.18,27,100,9.28,AU
508,Sovetskiy,61.3614,63.5842,overcast clouds,37.6,83,100,10.89,RU
509,Praia,14.9215,-23.5087,broken clouds,79.34,69,75,12.66,CV
510,Beringovskiy,63.05,179.3167,overcast clouds,40.75,72,92,14.61,RU
511,Poum,-20.2333,164.0167,broken clouds,74.82,66,82,13.85,NC
512,Venado Tuerto,-33.7456,-61.9688,few clouds,67.77,37,22,8.21,AR
513,Mahina,-17.5065,-149.489,scattered clouds,82.17,61,40,3.44,PF
514,Nome,64.5011,-165.4064,clear sky,47.16,57,0,9.22,US
515,Sao Raimundo Nonato,-9.0153,-42.6994,clear sky,80.19,31,6,2.68,BR
516,Santa Isabel Do Rio Negro,-0.4139,-65.0192,overcast clouds,73.58,98,100,1.07,BR
517,Waipawa,-41.4122,175.5153,overcast clouds,47.71,94,100,14.45,NZ
518,Shibetsu,43.659,145.132,broken clouds,59.7,82,75,8.05,JP
519,Fonte Boa,-2.4959,-66.2662,broken clouds,73.08,90,77,1.28,BR
520,Laurel,39.0993,-76.8483,overcast clouds,54.86,93,100,10.36,US
521,Ahipara,-35.1667,173.1667,broken clouds,61.16,84,68,11.92,NZ
522,Pundaguitan,6.3711,126.1689,overcast clouds,82.74,72,100,7.09,PH
523,Haifa,32.8156,34.9892,clear sky,74.28,92,0,7.83,IL
524,Albania,41.0,20.0,clear sky,61.07,74,0,2.86,AL
525,Northam,51.0333,-4.2167,overcast clouds,44.26,81,93,5.66,GB
526,Kirovskiy,45.0917,133.5136,overcast clouds,56.34,82,100,5.37,RU
527,Salaga,8.5508,-0.5188,overcast clouds,73.31,87,91,2.04,GH
528,Pirai Do Sul,-24.5261,-49.9486,scattered clouds,58.08,96,29,2.17,BR
529,Banff,51.1762,-115.5698,clear sky,70.18,26,7,3.44,CA
530,Camacha,33.0833,-16.3333,few clouds,65.62,73,20,6.91,PT
531,Saint-Pierre,-21.3393,55.4781,few clouds,65.88,63,20,4.61,RE
532,Oyek,52.5861,104.4556,overcast clouds,32.38,70,94,8.97,RU
533,Biggar,55.6167,-3.5167,overcast clouds,51.91,96,100,5.77,GB
534,Chengde,40.9725,117.9361,overcast clouds,53.28,88,100,2.42,CN
535,Miri,4.4148,114.0089,scattered clouds,77.14,94,40,0.0,MY
536,Tazovskiy,67.4667,78.7,light snow,32.25,95,100,13.18,RU
537,Port Macquarie,-31.4333,152.9167,scattered clouds,66.88,60,32,7.94,AU
538,Ostrovnoy,68.0531,39.5131,scattered clouds,35.33,88,26,9.35,RU
539,Praia Da Vitoria,38.7333,-27.0667,light intensity shower rain,71.76,100,75,15.35,PT
540,Dudinka,69.4058,86.1778,light snow,31.62,95,100,17.63,RU
541,Ferreira Do Alentejo,38.05,-8.0333,clear sky,65.79,52,0,9.22,PT
542,Ayala,18.75,-98.9833,few clouds,68.43,77,21,3.22,MX
543,Tura,25.5198,90.2201,heavy intensity rain,72.97,97,98,3.2,IN
544,Mana,5.6592,-53.7767,overcast clouds,79.0,87,99,7.16,GF
545,Odweyne,9.4092,45.064,scattered clouds,72.86,55,33,3.49,SO
546,Lekoni,-1.5843,14.2591,light rain,72.73,86,100,3.11,GA
547,Garowe,8.4054,48.4845,broken clouds,74.46,69,81,16.31,SO
548,Rafsanjan,30.4067,55.9939,clear sky,68.52,26,0,3.09,IR
549,Doha,25.2867,51.5333,clear sky,84.18,74,0,2.3,QA
550,Catalao,-18.1658,-47.9464,overcast clouds,69.22,76,99,3.22,BR
551,Koungou,-12.7336,45.2042,clear sky,73.11,83,0,9.22,YT
552,Farafangana,-22.8167,47.8333,clear sky,65.23,85,10,7.83,MG
553,Kapiri Mposhi,-13.9652,28.6809,clear sky,64.96,37,0,6.31,ZM
554,Ahuimanu,21.4447,-157.8378,broken clouds,80.31,86,75,13.8,US
555,Pisco,-13.7,-76.2167,mist,60.85,82,18,14.97,PE
556,Edwardsville,38.8114,-89.9532,clear sky,69.35,64,0,4.61,US
557,La Grande,45.3246,-118.0877,clear sky,71.37,46,0,2.08,US
558,Horta,38.5333,-28.6333,broken clouds,71.06,87,54,9.33,PT
559,Nantucket,41.2835,-70.0995,overcast clouds,55.51,74,100,28.77,US
560,Petrivka,46.9695,30.9591,clear sky,53.58,68,6,16.87,UA
561,Resistencia,-27.4606,-58.9839,clear sky,68.11,53,0,8.05,AR
562,Nongan,44.382,125.1685,overcast clouds,44.82,85,100,16.33,CN
563,Terrace,54.5163,-128.6035,broken clouds,64.31,63,75,10.36,CA
564,Montclair,40.8259,-74.209,scattered clouds,54.97,50,40,17.27,US
565,Camopi,3.1655,-52.3158,overcast clouds,73.99,88,100,3.65,GF
566,Puerto Escondido,15.85,-97.0667,overcast clouds,79.34,82,100,2.68,MX
567,Faanui,-16.4833,-151.75,clear sky,78.89,72,3,13.73,PF
568,Kikwit,-5.041,18.8162,overcast clouds,68.68,95,100,1.34,CD
569,Nanlong,31.3533,106.0631,overcast clouds,70.56,87,100,12.21,CN
570,Manaus,-3.1019,-60.025,few clouds,82.89,78,20,2.3,BR
571,Dinan,48.4167,-2.25,overcast clouds,59.32,94,100,5.32,FR
572,Flin Flon,54.7682,-101.865,few clouds,59.25,65,12,7.29,CA
573,Bodden Town,19.2833,-81.25,few clouds,84.2,69,20,8.05,KY
574,Kambove,-10.8764,26.5969,clear sky,63.27,32,1,4.47,CD
575,Rocky Mountain House,52.3668,-114.9188,clear sky,71.71,35,0,3.44,CA
576,Kiunga,-6.1219,141.2906,broken clouds,86.59,64,83,3.56,PG
577,Baruun-Urt,46.6806,113.2792,clear sky,26.06,56,0,12.44,MN
578,Vanavara,60.34,102.2797,light snow,28.15,88,100,6.51,RU
579,Dyersburg,36.0345,-89.3856,haze,71.74,40,0,5.75,US
580,Batagay,67.6333,134.6333,overcast clouds,22.59,81,92,2.28,RU
581,Sistranda,63.7256,8.834,light rain,49.96,80,61,21.88,NO
582,Moron,-34.6534,-58.6198,overcast clouds,63.0,77,100,10.18,AR
583,Bulgan,48.8125,103.5347,clear sky,25.86,64,2,3.33,MN
584,Guanica,17.9716,-66.908,broken clouds,83.05,85,70,5.3,PR
585,Rabo De Peixe,37.8,-25.5833,scattered clouds,73.27,79,40,12.66,PT
586,Jalingo,8.8833,11.3667,overcast clouds,72.75,94,100,4.68,NG
587,Port Hedland,-20.3167,118.5667,clear sky,78.85,65,0,8.05,AU
588,Beihai,21.4833,109.1,clear sky,81.7,82,2,12.82,CN
589,General Pico,-35.6566,-63.7568,clear sky,64.63,32,10,9.17,AR
590,Ngunguru,-35.6167,174.5,broken clouds,61.43,81,71,13.04,NZ
591,Pokhara,28.2333,83.9833,clear sky,68.29,53,4,6.89,NP
592,Bosaso,11.2842,49.1816,overcast clouds,83.79,60,97,3.91,SO
593,Tiquisate,14.2833,-91.3667,overcast clouds,80.4,95,97,4.16,GT
594,Jardim,-21.4803,-56.1381,scattered clouds,70.07,83,46,3.83,BR
595,Kulykiv,50.3142,24.8176,overcast clouds,48.15,93,100,15.01,UA
596,Kongolo,-5.3833,27.0,overcast clouds,70.56,93,98,3.8,CD
597,Calabozo,8.9242,-67.4293,clear sky,75.38,89,6,0.87,VE
598,San Fernando,15.0286,120.6898,overcast clouds,82.13,84,100,6.38,PH
599,Edd,13.9297,41.6925,overcast clouds,88.27,60,92,1.54,ER
600,Aranos,-24.1333,19.1167,scattered clouds,70.83,19,47,3.0,NA
601,Mikhaylovka,50.06,43.2379,overcast clouds,62.78,58,100,24.36,RU
602,Bichena,10.45,38.2,light rain,53.17,88,97,1.57,ET
603,Male,4.1748,73.5089,broken clouds,82.35,78,75,16.11,MV
604,Aksu,41.1231,80.2644,overcast clouds,51.66,28,92,3.38,CN
605,Constitucion,-35.3333,-72.4167,broken clouds,50.83,93,63,4.88,CL
606,Danville,36.586,-79.395,overcast clouds,56.05,95,100,5.01,US
607,Mogadishu,2.0371,45.3438,overcast clouds,76.32,82,100,15.77,SO
608,Ocos,14.5094,-92.1933,overcast clouds,80.35,74,100,1.86,GT
609,Uchiza,-8.4592,-76.4633,overcast clouds,70.59,86,100,3.31,PE
610,Sorland,67.667,12.6934,overcast clouds,51.66,85,100,17.87,NO
611,Hualmay,-11.0964,-77.6139,broken clouds,62.65,83,66,9.31,PE
612,Kalemie,-5.9475,29.1947,light rain,71.38,77,100,5.73,CD
613,Dingle,10.9995,122.6711,overcast clouds,84.29,78,86,8.32,PH
614,San Salvo,42.0433,14.7272,few clouds,66.58,76,13,4.99,IT
615,Zhanakorgan,43.9098,67.2495,broken clouds,45.64,27,66,8.21,KZ
616,Bandarbeyla,9.4942,50.8122,broken clouds,76.82,82,81,24.05,SO
617,Bonavista,48.6499,-53.1147,broken clouds,45.72,64,56,14.29,CA
618,Mtimbira,-8.7833,36.35,few clouds,66.7,71,15,2.68,TZ
619,Rauma,61.1272,21.5113,overcast clouds,35.64,85,100,4.16,FI
620,Semey,50.4111,80.2275,clear sky,17.82,86,0,0.0,KZ
621,Makakilo City,21.3469,-158.0858,light intensity drizzle,79.12,81,100,13.8,US
622,Aden,12.7794,45.0367,overcast clouds,87.15,70,100,12.73,YE
623,Asadabad,34.7824,48.1185,clear sky,57.94,39,0,1.36,IR
624,Panzhihua,26.5851,101.7128,scattered clouds,72.57,82,49,0.18,CN
625,Catalina,32.5056,-110.9211,overcast clouds,88.66,27,98,4.27,US
626,Kez,57.8979,53.7152,overcast clouds,50.65,85,100,9.62,RU
627,Samarai,-10.6167,150.6667,overcast clouds,82.35,79,85,10.02,PG
628,Solnechnyy,50.7214,136.6319,light rain,45.7,92,100,4.88,RU
629,Miles City,46.4083,-105.8406,mist,58.17,94,100,0.0,US
630,Micheweni,-4.9667,39.8333,broken clouds,73.22,73,69,11.1,TZ
631,Lagoa,39.05,-27.9833,overcast clouds,70.86,85,100,3.78,PT
632,Teya,60.3778,92.6267,overcast clouds,30.07,83,100,4.12,RU
633,Natal,-5.795,-35.2094,scattered clouds,79.02,78,40,5.75,BR
634,San Cristobal,7.7669,-72.225,scattered clouds,71.78,96,28,2.08,VE
635,Sabha,27.0377,14.4283,clear sky,77.36,56,0,17.25,LY
636,Busayra,30.7376,35.6078,clear sky,66.09,48,0,3.06,JO
637,Phonhong,18.5007,102.4166,overcast clouds,75.61,92,97,1.52,LA
638,Liaocheng,36.4439,115.9647,overcast clouds,68.92,94,100,5.08,CN
639,Poya,-21.35,165.15,overcast clouds,77.45,56,88,9.75,NC
640,Atar,20.5169,-13.0499,clear sky,89.17,26,5,6.8,MR
641,Ponferrada,42.5466,-6.5962,few clouds,66.0,58,18,4.0,ES
642,Dhidhdhoo,6.8833,73.1,overcast clouds,80.22,78,100,17.45,MV
643,Sharjah,25.3573,55.4033,haze,84.18,89,2,6.91,AE
644,Pemba,-12.974,40.5178,few clouds,70.5,94,20,3.44,MZ
645,Piacabucu,-10.4056,-36.4344,clear sky,73.2,76,0,7.74,BR
646,Kormilovka,55.0026,74.1028,clear sky,30.4,74,0,5.59,RU
647,Burgeo,47.6167,-57.6152,broken clouds,42.84,66,54,12.84,CA
648,Biak,-0.9131,122.8766,broken clouds,81.52,71,74,1.88,ID
649,Konakovo,56.7,36.7667,light rain,48.16,95,100,14.72,RU
650,Varhaug,58.6147,5.6457,clear sky,53.89,85,9,17.02,NO
651,Ascension,30.2169,-90.9001,clear sky,75.42,54,0,4.61,US
652,Viransehir,37.2353,39.7631,clear sky,75.16,17,10,3.0,TR
653,Metro,-5.1131,105.3067,overcast clouds,80.02,77,94,3.11,ID
654,Cairns,-16.9167,145.7667,broken clouds,87.12,48,75,8.05,AU
655,Coria,39.9879,-6.5377,overcast clouds,68.45,29,91,4.41,ES
656,Black River,18.0264,-77.8487,overcast clouds,79.75,84,98,3.38,JM
657,North Bend,43.4065,-124.2243,overcast clouds,61.92,88,100,5.75,US
658,Chapais,49.7834,-74.8492,clear sky,37.18,67,8,3.85,CA
659,Dong Hoi,17.4833,106.6,overcast clouds,79.11,85,100,2.89,VN
660,Angoche,-16.2325,39.9086,scattered clouds,73.04,88,25,2.71,MZ
661,Adrar,20.5022,-10.0711,broken clouds,88.32,35,64,6.55,MR
662,Abalak,58.1286,68.5944,overcast clouds,37.74,55,100,11.01,RU
663,Juneau,58.3019,-134.4197,few clouds,55.4,80,20,6.91,US
664,Watsa,3.0372,29.5355,moderate rain,62.31,99,100,3.15,CD
665,Labrea,-7.2586,-64.7981,overcast clouds,73.99,86,99,2.59,BR
666,Bowling Green,36.9903,-86.4436,clear sky,67.93,57,0,5.75,US
667,Coquimbo,-29.9533,-71.3436,overcast clouds,53.33,100,100,9.22,CL
668,Kayan,16.9056,96.5631,overcast clouds,77.14,90,100,4.38,MM
669,Peniche,39.3558,-9.3811,clear sky,68.11,54,0,8.66,PT
670,Selty,57.3132,52.1345,overcast clouds,53.55,90,100,9.86,RU
671,Yerbogachen,61.2767,108.0108,overcast clouds,29.28,72,98,6.58,RU
672,Dunmore Town,25.5,-76.65,clear sky,81.93,70,5,3.78,BS
673,Kulhudhuffushi,6.6221,73.07,overcast clouds,79.74,79,100,16.53,MV
674,Sobolevo,54.4299,31.8996,moderate rain,46.35,96,100,13.35,RU
675,Kismayo,-0.3582,42.5454,overcast clouds,75.36,75,92,15.86,SO
676,Antigonish,45.6169,-61.9986,overcast clouds,48.81,73,100,5.01,CA
677,Bose,45.4612,8.0137,clear sky,58.77,82,0,5.79,IT
678,Tezu,27.9167,96.1667,overcast clouds,79.34,76,96,0.72,IN
679,Richards Bay,-28.783,32.0377,clear sky,68.58,92,0,8.93,ZA
680,Elizabeth City,36.2946,-76.2511,overcast clouds,66.22,92,100,11.5,US
681,Ossora,59.2353,163.0719,few clouds,44.1,57,24,1.9,RU
682,Puerto Narino,-3.7703,-70.3831,overcast clouds,73.58,96,98,1.32,CO
